datetime,hmm_p_state_0,hmm_p_state_1,hmm_p_state_2,hmm_p_state_3,hmm_n_states,hmm_transition_prob,hmm_crisis_prob,vol_percentile,realized_vol,fwd_vol_ewma,trend_strength,hurst,changepoint_prob,run_length,cp_entropy,hilbert_period,hilbert_confidence,bid_ask_imbalance,depth_ratio,spread_bps,depth_decay_bid,depth_decay_ask,condition_scale
2025-01-01 00:00:00+00:00,0.5,0.5,0.0,0.0,2.0,0.5,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,40.0,0.0,,,,,,0.0
2025-01-01 04:00:00+00:00,1.2002471859984586e-16,0.9999999998999998,0.0,0.0,2.0,0.8000000000000046,0.0,,0.0,0.0027108172465224456,0.0,0.5,0.006666666666666668,1.0,0.04004863019043294,40.0,0.0,,,,,,0.0
2025-01-01 08:00:00+00:00,1.1169797739691629e-06,0.9999988829202262,0.0,0.0,2.0,0.8000000000000046,0.0,100.0,0.005615380751345604,0.002923888714099674,0.0,0.5,0.004553941175761209,2.0,0.058010299239379275,40.0,0.0,,,,,,0.0
2025-01-01 12:00:00+00:00,1.219413836899786e-06,0.9999987804861632,0.0,0.0,2.0,0.8000000000000046,0.0,50.0,0.003984161429518445,0.002839885983062839,0.0,0.5,0.0036507943524806243,3.0,0.0653924510117635,40.0,1.0,,,,,,0.0
2025-01-01 16:00:00+00:00,1.221296944604534e-06,0.9999987786030554,0.0,0.0,2.0,0.8000000000000046,0.0,33.33333333333333,0.003393584238746771,0.0027614592171443736,0.0,0.5,0.0031258333194851312,4.0,0.06715017880550116,40.0,1.0,,,,,,0.0
2025-01-01 20:00:00+00:00,1.2214906513652647e-06,0.9999987784093488,0.0,0.0,2.0,0.8000000000000046,0.0,25.0,0.0029412709331807295,0.002678518592561628,0.2727272727272817,0.5,0.0027739825974060967,5.0,0.0658945483004296,40.0,1.0,,,,,,0.0
2025-01-02 00:00:00+00:00,0.9999999998998748,1.2527802860313344e-13,0.0,0.0,2.0,1.0,0.0,80.0,0.0042568697698378176,0.0032041958907426996,0.1535508637236146,0.5,0.0025180028846791135,6.0,0.06310336688537077,40.0,1.0,,,,,,0.0
2025-01-02 04:00:00+00:00,0.9999999998999873,1.2671006997081926e-14,0.0,0.0,2.0,1.0,0.0,83.33333333333334,0.0047951675197099655,0.0035022694965783185,0.0562390158172337,0.5,0.0023210105976270825,7.0,0.059623362270160164,40.0,1.0,,,,,,0.0
2025-01-02 08:00:00+00:00,0.9999999998991373,8.625364019919469e-13,0.0,0.0,2.0,1.0,0.0,85.71428571428571,0.005395468711602785,0.004035622471491731,0.30156885531668287,0.5,0.0021637003733606004,8.0,0.05594644152364495,40.0,0.9913981073715799,,,,,,0.0
2025-01-02 12:00:00+00:00,0.9999999998993034,6.965654038757664e-13,0.0,0.0,2.0,1.0,0.0,100.0,0.006694433054668973,0.0048761133880619294,0.10471622701838602,0.5,0.002034720685376595,9.0,0.052347924953858795,39.27451792023912,0.9784529306687433,,,,,,0.0
