datetime,timestamp,open,high,low,close,volume,open_interest,funding_rate
2025-01-01 00:00:00+00:00,1735700400000,702.13,710.93,701.44,705.54,80779.86,558758.07,0.0
2025-01-01 04:00:00+00:00,1735714800000,705.53,706.57,703.3,703.63,33142.39,559632.13,0.0
2025-01-01 08:00:00+00:00,1735729200000,703.64,709.0,700.02,707.32,81349.63,561592.68,0.0
2025-01-01 12:00:00+00:00,1735743600000,707.31,710.0,705.5,707.81,87045.37,555672.15,0.0
2025-01-01 16:00:00+00:00,1735758000000,707.8,708.08,702.83,707.2,61117.69,555667.69,-3.84e-06
2025-01-01 20:00:00+00:00,1735772400000,707.18,708.63,706.12,707.43,42594.69,554225.18,-0.00017095
2025-01-02 00:00:00+00:00,1735786800000,707.42,707.45,698.04,702.03,169952.18,557492.6,0.0
2025-01-02 04:00:00+00:00,1735801200000,702.03,709.61,701.52,706.68,111706.73999999999,557072.9,0.0
2025-01-02 08:00:00+00:00,1735815600000,706.68,715.99,706.44,713.0,135982.15,558401.56,0.0
2025-01-02 12:00:00+00:00,1735830000000,713.0,714.41,703.25,704.58,155743.05,558637.97,0.0
2025-01-02 16:00:00+00:00,1735844400000,704.58,708.88,701.53,704.63,119353.72,554749.0,0.0
2025-01-02 20:00:00+00:00,1735858800000,704.64,706.83,703.14,706.11,40452.19,551617.2,0.0
2025-01-03 00:00:00+00:00,1735873200000,706.11,706.75,701.01,705.08,83169.19,557746.27,0.0
2025-01-03 04:00:00+00:00,1735887600000,705.08,707.0,700.13,700.6,79159.63,555565.15,0.0
2025-01-03 08:00:00+00:00,1735902000000,700.61,705.4,696.46,705.21,119906.94,552017.83,0.0
2025-01-03 12:00:00+00:00,1735916400000,705.21,710.94,703.14,710.07,136174.25,555019.19,0.0
2025-01-03 16:00:00+00:00,1735930800000,710.08,716.32,708.61,713.55,166800.39,551187.31,0.0
2025-01-03 20:00:00+00:00,1735945200000,713.55,715.9,710.09,715.22,85668.17,556144.08,0.0
2025-01-04 00:00:00+00:00,1735959600000,715.23,721.97,714.21,719.66,133545.0,560456.45,0.0
2025-01-04 04:00:00+00:00,1735974000000,719.67,720.71,716.68,718.11,60838.27,556014.62,0.0
2025-01-04 08:00:00+00:00,1735988400000,718.12,718.42,713.04,714.35,67249.73,555355.67,0.0
2025-01-04 12:00:00+00:00,1736002800000,714.34,717.7,707.61,709.35,132393.13,540742.44,0.0
2025-01-04 16:00:00+00:00,1736017200000,709.35,713.2,709.23,711.85,56503.25,541177.01,0.0
2025-01-04 20:00:00+00:00,1736031600000,711.86,714.76,711.8,713.38,53177.590000000004,540493.12,0.0
2025-01-05 00:00:00+00:00,1736046000000,713.38,713.56,709.24,712.42,48635.86,540757.41,0.0
2025-01-05 04:00:00+00:00,1736060400000,712.43,714.0,710.5,712.54,32474.82,540804.63,0.0
2025-01-05 08:00:00+00:00,1736074800000,712.54,712.54,704.61,708.13,104785.40999999999,538017.41,0.0
2025-01-05 12:00:00+00:00,1736089200000,708.13,709.37,702.48,708.21,83665.6,541955.34,0.0
2025-01-05 16:00:00+00:00,1736103600000,708.21,708.9,703.14,705.97,47680.479999999996,546952.3,0.0
2025-01-05 20:00:00+00:00,1736118000000,705.97,710.14,705.53,709.28,42050.270000000004,544648.99,0.0
2025-01-06 00:00:00+00:00,1736132400000,709.28,716.53,706.06,712.61,104675.97,543792.82,0.0
2025-01-06 04:00:00+00:00,1736146800000,712.61,716.41,711.22,714.54,74184.98,543181.78,0.0
2025-01-06 08:00:00+00:00,1736161200000,714.54,719.92,710.83,718.74,127720.68000000001,548426.35,0.0
2025-01-06 12:00:00+00:00,1736175600000,718.74,725.93,713.48,725.93,192096.39,544237.97,0.0
2025-01-06 16:00:00+00:00,1736190000000,725.92,736.21,722.0,732.68,231281.03,558099.1,0.0
2025-01-06 20:00:00+00:00,1736204400000,732.68,746.0,728.73,729.81,312712.27,580289.31,9.183e-05
2025-01-07 00:00:00+00:00,1736218800000,729.82,732.0,725.59,728.96,123608.04,572635.86,0.0
2025-01-07 04:00:00+00:00,1736233200000,728.95,732.98,726.68,729.97,90274.02,577678.06,0.0
2025-01-07 08:00:00+00:00,1736247600000,729.97,731.2,721.6,726.11,117230.61,572913.28,-6.16e-06
2025-01-07 12:00:00+00:00,1736262000000,726.12,726.24,698.76,707.76,424283.42000000004,570050.61,-6.949e-05
2025-01-07 16:00:00+00:00,1736276400000,707.75,711.11,693.2,695.67,247628.16,591871.75,-0.00052225
2025-01-07 20:00:00+00:00,1736290800000,695.67,697.59,689.5,697.16,150735.26,586563.98,-0.00097361
2025-01-08 00:00:00+00:00,1736305200000,697.16,706.82,694.11,696.79,171183.5,573625.44,-0.00041179
2025-01-08 04:00:00+00:00,1736319600000,696.79,698.41,681.07,693.54,230044.4,556271.62,-0.00038843
2025-01-08 08:00:00+00:00,1736334000000,693.54,702.98,692.8,695.59,167771.56,550788.4,-0.00044079
2025-01-08 12:00:00+00:00,1736348400000,695.6,700.14,690.03,693.16,140044.98,552467.87,-5.489e-05
2025-01-08 16:00:00+00:00,1736362800000,693.16,695.35,673.76,689.0,281772.1,549293.05,-0.0002231
2025-01-08 20:00:00+00:00,1736377200000,689.01,696.83,686.01,695.49,76310.66,546141.47,-0.00020263
2025-01-09 00:00:00+00:00,1736391600000,695.49,700.79,693.3,695.81,103761.98999999999,546119.57,-9.725e-05
2025-01-09 04:00:00+00:00,1736406000000,695.8,700.55,689.07,690.29,94440.76000000001,549779.47,-2.644e-05
2025-01-09 08:00:00+00:00,1736420400000,690.28,701.32,688.2,699.52,137814.77000000002,547268.18,-1.132e-05
2025-01-09 12:00:00+00:00,1736434800000,699.52,701.24,680.52,696.58,285158.1,543037.94,-5.941e-05
