datetime,timestamp,open,high,low,close,volume,open_interest,funding_rate
2025-01-01 00:00:00+00:00,1735700400000,3336.58,3368.02,3334.76,3354.34,174527.965,1583720.728,0.0001
2025-01-01 04:00:00+00:00,1735714800000,3354.35,3355.77,3335.46,3345.84,142619.663,1592949.527,0.0001
2025-01-01 08:00:00+00:00,1735729200000,3345.83,3348.0,3312.62,3340.06,283676.06200000003,1607527.198,0.0001
2025-01-01 12:00:00+00:00,1735743600000,3340.06,3359.09,3327.0,3352.07,258804.255,1618481.163,0.0001
2025-01-01 16:00:00+00:00,1735758000000,3352.06,3364.3,3321.11,3356.23,219892.77899999998,1626621.581,0.0001
2025-01-01 20:00:00+00:00,1735772400000,3356.21,3374.14,3351.0,3359.36,191759.116,1613218.516,0.0001
2025-01-02 00:00:00+00:00,1735786800000,3359.35,3405.0,3353.5,3388.0,298784.114,1606860.891,0.0001
2025-01-02 04:00:00+00:00,1735801200000,3388.01,3427.7,3387.4,3419.69,300874.409,1623001.712,0.0001
2025-01-02 08:00:00+00:00,1735815600000,3419.7,3476.17,3414.18,3470.57,402906.95499999996,1640181.192,0.0001
2025-01-02 12:00:00+00:00,1735830000000,3470.58,3511.14,3439.57,3462.76,744897.9110000001,1616940.646,0.0001
2025-01-02 16:00:00+00:00,1735844400000,3462.75,3488.87,3428.0,3462.32,452605.787,1615382.311,0.0001
2025-01-02 20:00:00+00:00,1735858800000,3462.32,3474.9,3420.0,3454.83,210011.10499999998,1605674.646,0.0001
2025-01-03 00:00:00+00:00,1735873200000,3454.83,3476.48,3442.1,3469.33,237589.606,1616815.592,0.0001
2025-01-03 04:00:00+00:00,1735887600000,3469.33,3470.1,3431.01,3432.62,224937.145,1605310.168,0.0001
2025-01-03 08:00:00+00:00,1735902000000,3432.62,3466.54,3421.56,3464.73,235019.049,1598420.289,0.0001
2025-01-03 12:00:00+00:00,1735916400000,3464.74,3578.19,3460.0,3564.32,826976.603,1628577.989,0.0001
2025-01-03 16:00:00+00:00,1735930800000,3564.32,3630.0,3564.31,3621.91,690547.8189999999,1635820.907,0.0001
2025-01-03 20:00:00+00:00,1735945200000,3621.9,3623.21,3594.22,3607.89,275757.552,1647344.291,0.0001
2025-01-04 00:00:00+00:00,1735959600000,3607.9,3619.9,3581.44,3597.19,202783.463,1644055.34,0.0001
2025-01-04 04:00:00+00:00,1735974000000,3597.19,3609.83,3583.11,3593.04,158721.532,1632124.463,0.0001
2025-01-04 08:00:00+00:00,1735988400000,3593.05,3609.54,3570.66,3601.16,262095.459,1619176.778,0.0001
