timestamp,open,high,low,close,volume,datetime
1735689600,933509245008.0,944164985596.0,933509245008.0,939118267146.0,476391212796.724,2025-01-01 00:00:00+00:00
1735704000,939123868504.0,941347792467.0,935872597533.0,938583093992.0,476391212796.724,2025-01-01 04:00:00+00:00
1735718400,938599150750.0,941601563237.0,928549969406.0,939419698473.0,476391212796.724,2025-01-01 08:00:00+00:00
1735732800,939395566516.0,953801628849.0,938836904902.0,953257386503.0,476391212796.724,2025-01-01 12:00:00+00:00
1735747200,953254571228.0,971138982120.0,947152837850.0,969111672028.0,476391212796.724,2025-01-01 16:00:00+00:00
1735761600,969116210228.0,974383556092.0,968698667311.0,972389307535.0,476391212796.724,2025-01-01 20:00:00+00:00
1735776000,972378902427.0,987437441226.0,972378902427.0,985001222510.0,613025054795.3978,2025-01-02 00:00:00+00:00
1735790400,985001108929.0,993741150992.0,982206352746.0,990110552796.0,613025054795.3978,2025-01-02 04:00:00+00:00
1735804800,990109720235.0,1002148142307.0,989339847833.0,1002148142307.0,613025054795.3978,2025-01-02 08:00:00+00:00
1735819200,1002150186671.0,1004385188050.0,987869330352.0,990507340999.0,613025054795.3978,2025-01-02 12:00:00+00:00
1735833600,990512466516.0,997179402024.0,985277316656.0,989349173764.0,613025054795.3978,2025-01-02 16:00:00+00:00
1735848000,989367952713.0,993106727515.0,985771290617.0,992293609343.0,613025054795.3978,2025-01-02 20:00:00+00:00
1735862400,992328620879.0,1003647965682.0,990152599072.0,1003354923835.0,580937079901.4392,2025-01-03 00:00:00+00:00
1735876800,1003335890636.0,1003335890636.0,991407094297.0,992424946146.0,580937079901.4392,2025-01-03 04:00:00+00:00
1735891200,992423264199.0,1010503708277.0,992324052882.0,1010419372944.0,580937079901.4392,2025-01-03 08:00:00+00:00
1735905600,1010406816699.0,1027571311134.0,1010406816699.0,1027571311134.0,580937079901.4392,2025-01-03 12:00:00+00:00
1735920000,1027568863938.0,1034940254916.0,1027417863518.0,1034940254916.0,580937079901.4392,2025-01-03 16:00:00+00:00
1735934400,1034940642554.0,1035625844278.0,1028981818965.0,1034971922191.0,580937079901.4392,2025-01-03 20:00:00+00:00
1735948800,1034953985216.0,1039359016835.0,1028300045649.0,1037599487709.0,609136565932.447,2025-01-04 00:00:00+00:00
1735963200,1037628139727.0,1037661438796.0,1030841229813.0,1035164628236.0,609136565932.447,2025-01-04 04:00:00+00:00
1735977600,1035162827222.0,1035162827222.0,1026491751460.0,1032240413049.0,609136565932.447,2025-01-04 08:00:00+00:00
1735992000,1032230315730.0,1041314121489.0,1023262994678.0,1026229241391.0,609136565932.447,2025-01-04 12:00:00+00:00
1736006400,1026227752630.0,1032496771171.0,1026227752630.0,1032496771171.0,609136565932.447,2025-01-04 16:00:00+00:00
1736020800,1032492327296.0,1038352654963.0,1032468101143.0,1035796963798.0,609136565932.447,2025-01-04 20:00:00+00:00
1736035200,1035814861769.0,1038425796263.0,1027738371484.0,1031252881965.0,437034293018.21844,2025-01-05 00:00:00+00:00
1736049600,1031252549019.0,1036145174180.0,1029117802917.0,1032231059408.0,437034293018.21844,2025-01-05 04:00:00+00:00
1736064000,1032233546142.0,1032233546142.0,1018521476484.0,1022826392907.0,437034293018.21844,2025-01-05 08:00:00+00:00
1736078400,1022841349686.0,1027237083201.0,1016164796325.0,1024929153928.0,437034293018.21844,2025-01-05 12:00:00+00:00
1736092800,1024945366162.0,1027620063329.0,1019776542959.0,1025630937695.0,437034293018.21844,2025-01-05 16:00:00+00:00
1736107200,1025634866019.0,1033486172516.0,1025634866019.0,1030188975178.0,437034293018.21844,2025-01-05 20:00:00+00:00
1736121600,1030189243372.0,1038620391218.0,1019621513504.0,1036892833754.0,491085735240.1964,2025-01-06 00:00:00+00:00
1736136000,1036910118951.0,1039201586247.0,1030019449682.0,1031708126776.0,491085735240.1964,2025-01-06 04:00:00+00:00
1736150400,1031706922891.0,1037039543974.0,1027873454860.0,1036098163136.0,491085735240.1964,2025-01-06 08:00:00+00:00
1736164800,1036113292899.0,1049607990168.0,1029548071176.0,1049607990168.0,491085735240.1964,2025-01-06 12:00:00+00:00
1736179200,1049607738286.0,1056274040983.0,1038554314331.0,1047101099454.0,491085735240.1964,2025-01-06 16:00:00+00:00
1736193600,1047100366598.0,1049097202014.0,1039843143595.0,1041595086193.0,491085735240.1964,2025-01-06 20:00:00+00:00
1736208000,1041586654080.0,1044706621698.0,1036390698148.0,1039332666330.0,654150745631.1179,2025-01-07 00:00:00+00:00
1736222400,1039323955781.0,1044232550353.0,1037226955081.0,1041563693967.0,654150745631.1179,2025-01-07 04:00:00+00:00
1736236800,1041569717518.0,1047710734141.0,1030943816343.0,1036016258453.0,654150745631.1179,2025-01-07 08:00:00+00:00
1736251200,1036020136370.0,1039469211888.0,992936313287.0,1001505471033.0,654150745631.1179,2025-01-07 12:00:00+00:00
1736265600,1001437654851.0,1008448353576.0,981695475282.0,983730733477.0,654150745631.1179,2025-01-07 16:00:00+00:00
1736280000,983741128510.0,988422501569.0,976446084133.0,978197407387.0,654150745631.1179,2025-01-07 20:00:00+00:00
1736294400,978183504322.0,988700809950.0,973868676550.0,976040213172.0,915536182372.3291,2025-01-08 00:00:00+00:00
1736308800,976037652243.0,978592909778.0,953364325712.0,964912126674.0,915536182372.3291,2025-01-08 04:00:00+00:00
1736323200,964902599870.0,975574568428.0,961287931331.0,966490264250.0,915536182372.3291,2025-01-08 08:00:00+00:00
1736337600,966480237181.0,975222034389.0,960526240858.0,966450358217.0,915536182372.3291,2025-01-08 12:00:00+00:00
1736352000,966458209538.0,966648035299.0,931280193410.0,955575999737.0,915536182372.3291,2025-01-08 16:00:00+00:00
1736366400,955579231572.0,971512002050.0,951746093731.0,968564586101.0,915536182372.3291,2025-01-08 20:00:00+00:00
1736380800,968547732233.0,975205930916.0,959747753320.0,961113037410.0,767379939207.8583,2025-01-09 00:00:00+00:00
1736395200,961097710687.0,964288141579.0,946210009265.0,946210009265.0,767379939207.8583,2025-01-09 04:00:00+00:00
1736409600,946209217453.0,955869541397.0,943967733504.0,950928158043.0,767379939207.8583,2025-01-09 08:00:00+00:00
1736424000,950917390907.0,960882618264.0,928424620587.0,957064347115.0,767379939207.8583,2025-01-09 12:00:00+00:00
1736438400,957087498804.0,960147043367.0,934692203373.0,934692203373.0,767379939207.8583,2025-01-09 16:00:00+00:00
1736452800,934674850645.0,944002054286.0,926090122016.0,937798149552.0,767379939207.8583,2025-01-09 20:00:00+00:00
1736467200,937797174731.0,948789710546.0,937797174731.0,948011082204.0,700117305931.9742,2025-01-10 00:00:00+00:00
1736481600,948005782680.0,964593696015.0,945048591082.0,961187648086.0,700117305931.9742,2025-01-10 04:00:00+00:00
1736496000,961186280338.0,964882934790.0,957640850736.0,960973272688.0,700117305931.9742,2025-01-10 08:00:00+00:00
1736510400,960964647489.0,961244141248.0,935066479125.0,947525629776.0,700117305931.9742,2025-01-10 12:00:00+00:00
1736524800,947540404510.0,965181796202.0,939756179640.0,962670555504.0,700117305931.9742,2025-01-10 16:00:00+00:00
1736539200,962675780051.0,962675780051.0,954843669246.0,957385667990.0,700117305931.9742,2025-01-10 20:00:00+00:00
1736553600,957383770030.0,960706609358.0,950747031646.0,951568813929.0,594057307028.3754,2025-01-11 00:00:00+00:00
1736568000,951572527480.0,955502975209.0,949279608246.0,952580740011.0,594057307028.3754,2025-01-11 04:00:00+00:00
1736582400,952574583703.0,963219623464.0,949190190287.0,963128550440.0,594057307028.3754,2025-01-11 08:00:00+00:00
1736596800,963123718080.0,963285231512.0,955319299078.0,958740734201.0,594057307028.3754,2025-01-11 12:00:00+00:00
1736611200,958748078284.0,968024371693.0,956828161742.0,968024371693.0,594057307028.3754,2025-01-11 16:00:00+00:00
1736625600,968022902283.0,985460681005.0,966449642314.0,977063148491.0,594057307028.3754,2025-01-11 20:00:00+00:00
1736640000,977065632844.0,977065632844.0,970562810130.0,974533041743.0,361797672661.0044,2025-01-12 00:00:00+00:00
1736654400,974526459251.0,976048964945.0,966268625930.0,971197180995.0,361797672661.0044,2025-01-12 04:00:00+00:00
1736668800,971193490296.0,972433294910.0,959167249514.0,965141627595.0,361797672661.0044,2025-01-12 08:00:00+00:00
1736683200,965132979004.0,974253350161.0,962729744848.0,973160270539.0,361797672661.0044,2025-01-12 12:00:00+00:00
1736697600,973163125309.0,976104777998.0,969627179926.0,970874149650.0,361797672661.0044,2025-01-12 16:00:00+00:00
1736712000,970872985430.0,972259144443.0,958155183031.0,963080868561.0,361797672661.0044,2025-01-12 20:00:00+00:00
