timestamp,value,datetime
1780632000,99725.475,2026-06-05 04:00:00+00:00
1780635600,98737.019,2026-06-05 05:00:00+00:00
1780639200,100104.145,2026-06-05 06:00:00+00:00
1780642800,98250.511,2026-06-05 07:00:00+00:00
1780646400,98260.962,2026-06-05 08:00:00+00:00
1780650000,98097.303,2026-06-05 09:00:00+00:00
1780653600,97969.452,2026-06-05 10:00:00+00:00
1780657200,97896.929,2026-06-05 11:00:00+00:00
1780660800,97822.441,2026-06-05 12:00:00+00:00
1780664400,97713.452,2026-06-05 13:00:00+00:00
