timestamp,value,datetime
1780632000,601128.0,2026-06-05 04:00:00+00:00
1780635600,592214.96,2026-06-05 05:00:00+00:00
1780639200,589784.16,2026-06-05 06:00:00+00:00
1780642800,581537.74,2026-06-05 07:00:00+00:00
1780646400,581701.96,2026-06-05 08:00:00+00:00
1780650000,583342.55,2026-06-05 09:00:00+00:00
1780653600,583988.17,2026-06-05 10:00:00+00:00
1780657200,580773.32,2026-06-05 11:00:00+00:00
1780660800,582603.22,2026-06-05 12:00:00+00:00
1780664400,580097.13,2026-06-05 13:00:00+00:00
