timestamp,value,datetime
1780578000,5.1e-07,2026-06-04 13:00:00+00:00
1780588800,0.0,2026-06-04 16:00:00+00:00
1780596000,5.5e-06,2026-06-04 18:00:00+00:00
1780599600,2.536e-05,2026-06-04 19:00:00+00:00
1780603200,4.047e-05,2026-06-04 20:00:00+00:00
1780606800,3.246e-05,2026-06-04 21:00:00+00:00
1780610400,1.018e-05,2026-06-04 22:00:00+00:00
1780614000,4.5e-07,2026-06-04 23:00:00+00:00
1780617600,0.0,2026-06-05 00:00:00+00:00
1780646400,0.0,2026-06-05 08:00:00+00:00
