open_time,open,high,low,close,volume
2022-01-02 22:00:00,47020.94,47400.0,47014.81,47261.73,5800.066
2022-01-02 23:00:00,47261.81,47469.46,47261.81,47280.0,5067.558
2022-01-03 00:00:00,47280.01,47288.28,47050.0,47059.43,5586.727
2022-01-03 01:00:00,47059.44,47137.75,46935.08,47117.42,5019.993
2022-01-03 02:00:00,47117.42,47117.43,46850.0,47005.39,7658.849
2022-01-03 03:00:00,47005.38,47100.0,46717.26,46802.86,8026.312
2022-01-03 04:00:00,46802.86,46944.43,46750.0,46823.58,4363.434
2022-01-03 05:00:00,46823.57,47217.37,46775.0,47083.37,9147.882
2022-01-03 06:00:00,47083.37,47105.97,46880.0,46930.85,4343.975
2022-01-03 07:00:00,46930.85,47077.99,46857.38,47041.11,3477.953
2022-01-03 08:00:00,47042.77,47133.97,46921.86,46970.01,4450.578
2022-01-03 09:00:00,46970.01,47100.0,46777.0,46979.01,9170.446
2022-01-03 10:00:00,46979.02,47249.78,46978.91,47116.89,10762.26
2022-01-03 11:00:00,47116.15,47436.26,47116.15,47364.11,8852.296
2022-01-03 12:00:00,47364.11,47575.22,47170.01,47192.64,13865.483
2022-01-03 13:00:00,47192.63,47356.2,47123.94,47157.33,6724.003
2022-01-03 14:00:00,47157.33,47290.0,46781.35,46874.66,19751.2
2022-01-03 15:00:00,46874.66,47020.0,46560.0,46689.99,17371.377
2022-01-03 16:00:00,46689.99,46790.77,46260.4,46484.0,24388.613
2022-01-03 17:00:00,46484.0,46800.0,46402.03,46564.54,12073.409
2022-01-03 18:00:00,46564.53,46735.0,46400.02,46469.49,6768.947
2022-01-03 19:00:00,46469.49,46646.16,46345.28,46364.55,6132.82
2022-01-03 20:00:00,46364.56,46416.0,45665.4,45904.74,28570.775
2022-01-03 21:00:00,45904.75,46250.0,45804.65,45974.5,10716.23
2022-01-03 22:00:00,45973.72,46449.99,45953.38,46214.28,8795.719
2022-01-03 23:00:00,46214.28,46579.28,46157.38,46445.81,8762.512
2022-01-04 00:00:00,46445.8,46550.0,46160.0,46251.5,9518.048
2022-01-04 01:00:00,46251.51,46415.0,46050.0,46065.39,6253.336
2022-01-04 02:00:00,46065.38,46275.58,45931.61,46111.81,8395.104
2022-01-04 03:00:00,46111.81,46380.0,46013.13,46313.95,6649.901
2022-01-04 04:00:00,46313.95,46417.51,46020.5,46107.5,7571.024
2022-01-04 05:00:00,46107.54,46298.81,46022.1,46151.49,6182.868
2022-01-04 06:00:00,46151.49,46386.17,46062.8,46359.14,6822.426
2022-01-04 07:00:00,46359.13,46550.89,46304.8,46521.68,8275.239
2022-01-04 08:00:00,46521.69,46690.0,46376.82,46475.02,9523.374
2022-01-04 09:00:00,46476.1,46580.31,46270.54,46355.2,7613.404
2022-01-04 10:00:00,46354.27,46750.0,46288.01,46599.84,11875.214
2022-01-04 11:00:00,46599.85,46739.59,46599.84,46709.98,8725.688
2022-01-04 12:00:00,46709.97,46748.84,46460.17,46628.88,8009.47
2022-01-04 13:00:00,46628.87,47088.0,46390.84,46933.15,17605.575
2022-01-04 14:00:00,46933.14,47427.38,46781.93,47303.01,20458.338
2022-01-04 15:00:00,47303.01,47524.36,46845.0,46925.28,22558.445
2022-01-04 16:00:00,46925.28,46934.1,46635.0,46767.94,17747.146
2022-01-04 17:00:00,46767.95,46986.54,46523.0,46564.0,10212.957
2022-01-04 18:00:00,46563.99,46719.93,45445.57,45742.69,35836.936
2022-01-04 19:00:00,45742.7,46450.89,45570.0,46058.09,29098.615
2022-01-04 20:00:00,46058.09,46430.38,45959.47,46267.79,9977.554
2022-01-04 21:00:00,46266.0,46338.17,46029.5,46230.6,6648.971
2022-01-04 22:00:00,46230.59,46272.62,45963.89,46155.89,6210.366
2022-01-04 23:00:00,46158.63,46160.0,45750.0,45833.42,10379.751
2022-01-05 00:00:00,45833.41,46296.74,45710.23,46260.08,10377.581
2022-01-05 01:00:00,46260.08,46333.0,46109.51,46112.1,6465.996
2022-01-05 02:00:00,46112.11,46405.0,46111.29,46291.45,5215.84
2022-01-05 03:00:00,46291.46,46580.0,46291.44,46409.76,6754.71
2022-01-05 04:00:00,46412.87,46537.0,46349.76,46419.0,5266.075
2022-01-05 05:00:00,46419.0,46419.0,46243.1,46302.72,4295.105
2022-01-05 06:00:00,46302.72,46472.67,46250.59,46454.0,4495.17
2022-01-05 07:00:00,46453.99,46489.97,46325.0,46399.33,4233.442
2022-01-05 08:00:00,46399.34,46677.0,46261.75,46626.53,8680.821
2022-01-05 09:00:00,46624.01,46943.47,46561.75,46850.75,13807.524
2022-01-05 10:00:00,46850.76,47075.29,46703.0,46809.4,12596.823
2022-01-05 11:00:00,46809.4,46839.91,46095.4,46271.93,19806.41
2022-01-05 12:00:00,46271.93,46345.01,45900.0,46228.27,19082.758
2022-01-05 13:00:00,46228.28,46456.57,46100.0,46429.36,14635.57
2022-01-05 14:00:00,46429.36,46820.83,46123.64,46682.79,28802.675
2022-01-05 15:00:00,46682.79,46811.0,46355.16,46611.46,18778.267
2022-01-05 16:00:00,46611.47,46670.0,46262.34,46308.23,12251.662
2022-01-05 17:00:00,46308.24,46464.0,45983.93,46007.99,12594.485
2022-01-05 18:00:00,46007.98,46326.8,45550.0,45922.29,40427.037
2022-01-05 19:00:00,45922.29,46126.73,44128.22,44673.22,62937.664
2022-01-05 20:00:00,44671.93,44835.0,43488.77,43958.56,65234.752
2022-01-05 21:00:00,43958.56,44346.31,43250.0,43604.0,30061.822
2022-01-05 22:00:00,43604.01,43785.53,42270.0,43415.84,58049.019
2022-01-05 23:00:00,43415.84,43671.0,43210.0,43421.69,20626.361
2022-01-06 00:00:00,43421.7,43749.0,43255.0,43656.0,16523.725
2022-01-06 01:00:00,43655.99,43766.0,43290.47,43525.91,10856.695
2022-01-06 02:00:00,43525.9,43600.0,43111.0,43248.4,12835.857
2022-01-06 03:00:00,43248.39,43300.0,42801.0,42817.38,15960.787
2022-01-06 04:00:00,42821.05,43150.71,42566.73,43007.21,23105.021
2022-01-06 05:00:00,43007.21,43247.08,42778.71,43038.12,12847.183
2022-01-06 06:00:00,43038.13,43216.56,42900.0,43091.6,9463.139
2022-01-06 07:00:00,43094.35,43258.82,42982.81,43222.22,8260.544
2022-01-06 08:00:00,43222.22,43253.23,42906.62,43050.0,10357.178
2022-01-06 09:00:00,43050.01,43085.62,42385.83,42591.58,23680.075
2022-01-06 10:00:00,42591.57,42947.05,42562.74,42874.38,15070.974
2022-01-06 11:00:00,42874.39,42944.0,42680.0,42865.15,10169.934
2022-01-06 12:00:00,42865.14,43055.0,42629.75,43047.4,14109.144
2022-01-06 13:00:00,43048.75,43188.0,42882.39,43123.15,13449.994
2022-01-06 14:00:00,43123.14,43228.73,42752.53,42802.24,17893.438
2022-01-06 15:00:00,42802.78,43014.87,42650.0,42947.79,16507.19
2022-01-06 16:00:00,42947.78,43095.49,42742.0,42878.24,12659.744
2022-01-06 17:00:00,42878.25,43160.0,42785.88,42994.68,10121.939
2022-01-06 18:00:00,42994.0,43430.0,42965.7,43353.88,9777.476
2022-01-06 19:00:00,43353.89,43488.48,43202.04,43409.03,9662.063
2022-01-06 20:00:00,43409.03,43564.78,43100.0,43206.67,10734.654
2022-01-06 21:00:00,43209.99,43233.42,43056.67,43105.1,6063.373
2022-01-06 22:00:00,43105.11,43218.0,43000.0,43163.57,5067.002
2022-01-06 23:00:00,43163.57,43222.3,43045.73,43080.01,4332.722
2022-01-07 00:00:00,43080.01,43135.0,42712.41,42787.99,11015.952
2022-01-07 01:00:00,42787.99,43026.37,42783.94,42988.26,7152.117
2022-01-07 02:00:00,42989.13,43017.45,42761.73,42795.77,6078.19
2022-01-07 03:00:00,42795.77,42821.53,41500.0,41789.97,48253.516
2022-01-07 04:00:00,41789.97,41888.0,40900.0,41680.0,46655.815
2022-01-07 05:00:00,41679.99,41931.0,41512.47,41835.97,17172.394
2022-01-07 06:00:00,41835.97,41835.97,41400.0,41520.0,14161.703
2022-01-07 07:00:00,41520.0,41720.0,41216.26,41691.61,18990.127
2022-01-07 08:00:00,41699.41,42960.0,41601.96,42089.3,31513.777
2022-01-07 09:00:00,42089.3,42633.0,42060.03,42409.0,13818.868
2022-01-07 10:00:00,42409.0,42529.65,42166.0,42167.9,9276.706
2022-01-07 11:00:00,42167.89,42345.63,42156.0,42249.99,7178.342
2022-01-07 12:00:00,42250.0,42493.69,42250.0,42393.02,8189.847
2022-01-07 13:00:00,42393.02,42791.45,41059.98,41471.53,47310.472
2022-01-07 14:00:00,41474.25,42119.78,41379.49,41876.11,24776.73
2022-01-07 15:00:00,41876.12,41900.0,40456.56,41297.41,50819.748
2022-01-07 16:00:00,41297.14,42345.81,40900.0,42131.75,45492.052
2022-01-07 17:00:00,42127.15,42140.0,41756.7,41978.79,15074.244
2022-01-07 18:00:00,41978.8,41991.0,41510.64,41695.07,9669.958
2022-01-07 19:00:00,41695.07,41887.99,41510.0,41764.32,8830.969
2022-01-07 20:00:00,41763.67,42056.36,41582.07,41910.96,9747.325
2022-01-07 21:00:00,41914.0,42025.0,41843.0,41862.38,5100.691
2022-01-07 22:00:00,41862.37,41864.73,41322.0,41522.5,8844.823
2022-01-07 23:00:00,41522.5,41586.38,41300.0,41553.86,8090.483
2022-01-08 00:00:00,41553.87,42126.99,41553.86,41992.23,12540.427
2022-01-08 01:00:00,41985.7,42247.36,41829.33,41880.01,9231.727
2022-01-08 02:00:00,41881.76,41933.0,41685.0,41870.9,5571.36
2022-01-08 03:00:00,41870.9,41896.09,41630.02,41796.03,5722.809
2022-01-08 04:00:00,41796.03,41988.67,41740.28,41880.0,4375.199
2022-01-08 05:00:00,41880.01,41979.98,41812.01,41954.47,3298.084
2022-01-08 06:00:00,41953.06,41974.84,41711.35,41901.74,4874.094
2022-01-08 07:00:00,41901.74,41954.9,41821.19,41902.21,4309.627
2022-01-08 08:00:00,41902.21,42172.29,41862.7,41948.85,10453.287
2022-01-08 09:00:00,41948.86,42150.0,41932.86,42138.03,6467.429
2022-01-08 10:00:00,42140.19,42191.84,41777.0,41907.21,8036.508
2022-01-08 11:00:00,41905.93,41951.01,41747.64,41918.02,7681.058
2022-01-08 12:00:00,41918.02,42040.23,41753.0,41851.23,7318.508
2022-01-08 13:00:00,41851.24,42028.11,41560.0,41884.04,11089.646
2022-01-08 14:00:00,41884.03,41980.0,41705.4,41737.01,6530.973
2022-01-08 15:00:00,41738.25,41792.14,41300.0,41600.72,14603.817
2022-01-08 16:00:00,41600.72,41729.6,41184.79,41342.06,15210.929
2022-01-08 17:00:00,41342.06,41402.79,40800.0,40846.58,27318.713
2022-01-08 18:00:00,40844.88,41328.49,40560.0,40684.09,34629.473
2022-01-08 19:00:00,40684.1,41115.91,40500.0,40837.51,23140.697
2022-01-08 20:00:00,40837.5,41189.32,40722.22,40976.06,11810.106
2022-01-08 21:00:00,40977.42,42100.0,40926.31,41775.18,24629.943
2022-01-08 22:00:00,41775.19,42335.0,41747.41,41912.88,17372.933
2022-01-08 23:00:00,41912.89,41952.9,41659.72,41688.05,7519.877
2022-01-09 00:00:00,41688.05,41820.0,41380.0,41774.19,13511.695
2022-01-09 01:00:00,41772.02,41929.5,41600.01,41800.81,7291.535
2022-01-09 02:00:00,41800.81,42168.0,41767.0,42090.34,9139.648
2022-01-09 03:00:00,42090.35,42093.63,41783.09,41835.6,6643.474
2022-01-09 04:00:00,41835.6,42092.95,41800.0,42065.29,5266.697
2022-01-09 05:00:00,42067.17,42078.0,41702.82,41762.99,6680.998
2022-01-09 06:00:00,41762.99,41940.0,41666.0,41866.0,6302.003
2022-01-09 07:00:00,41866.01,41898.0,41759.35,41784.63,3801.279
2022-01-09 08:00:00,41784.62,41938.99,41604.1,41657.45,7783.178
2022-01-09 09:00:00,41657.44,41759.0,41447.17,41503.75,8765.494
2022-01-09 10:00:00,41503.76,41732.51,41400.0,41636.97,8336.186
2022-01-09 11:00:00,41636.98,42000.0,41635.0,41854.25,10074.896
2022-01-09 12:00:00,41854.26,41918.0,41666.97,41737.43,6370.485
2022-01-09 13:00:00,41737.43,41894.1,41456.97,41467.75,10717.377
2022-01-09 14:00:00,41467.55,41732.0,41460.22,41530.99,7149.387
2022-01-09 15:00:00,41530.98,41675.0,41170.0,41611.09,16499.325
2022-01-09 16:00:00,41611.09,42132.48,41550.0,42127.99,13208.038
2022-01-09 17:00:00,42127.99,42200.0,41858.08,42084.96,13380.653
2022-01-09 18:00:00,42084.68,42288.0,41882.76,41954.99,9614.202
2022-01-09 19:00:00,41955.0,42735.0,41914.81,42678.95,18041.902
2022-01-09 20:00:00,42678.96,42773.85,42344.79,42414.64,9534.155
2022-01-09 21:00:00,42414.63,42532.5,42267.0,42290.28,4907.149
2022-01-09 22:00:00,42290.28,42479.53,42062.93,42193.23,6687.983
2022-01-09 23:00:00,42193.24,42274.67,41755.0,41851.22,13427.213
2022-01-10 00:00:00,41851.22,42025.0,41600.29,41644.58,12589.344
2022-01-10 01:00:00,41644.58,41833.0,41572.0,41790.01,6626.966
2022-01-10 02:00:00,41790.01,41979.95,41690.91,41905.0,6164.244
2022-01-10 03:00:00,41905.01,41971.63,41832.01,41946.05,3683.3
2022-01-10 04:00:00,41946.05,42219.84,41904.49,42164.36,8225.003
2022-01-10 05:00:00,42165.05,42198.53,41942.54,42006.0,5042.795
2022-01-10 06:00:00,42006.01,42039.06,41801.63,41914.84,6812.524
2022-01-10 07:00:00,41914.84,42134.75,41880.01,42034.99,7215.831
2022-01-10 08:00:00,42035.0,42098.52,41700.42,41803.54,9900.116
2022-01-10 09:00:00,41802.95,41912.05,41700.0,41788.54,6317.058
2022-01-10 10:00:00,41788.53,41970.0,41727.9,41765.01,6399.105
2022-01-10 11:00:00,41765.0,41783.14,41422.0,41564.26,16043.706
2022-01-10 12:00:00,41564.26,41612.0,40910.2,40931.61,25076.096
2022-01-10 13:00:00,40931.6,41050.0,40688.24,40753.0,27670.528
2022-01-10 14:00:00,40752.99,41337.7,39610.0,40768.6,104002.026
2022-01-10 15:00:00,40768.61,41235.08,40536.0,40973.56,34983.256
2022-01-10 16:00:00,40973.56,41997.52,40830.31,41892.96,41429.245
2022-01-10 17:00:00,41892.97,42140.28,40502.1,41167.99,57167.578
2022-01-10 18:00:00,41168.96,41724.53,41097.84,41584.61,18577.433
2022-01-10 19:00:00,41584.62,41695.6,41219.18,41280.45,12525.379
2022-01-10 20:00:00,41280.45,41773.82,41144.14,41698.68,12399.946
2022-01-10 21:00:00,41696.81,41990.0,41560.0,41696.66,11453.812
2022-01-10 22:00:00,41698.18,41838.24,41500.23,41592.95,6253.721
2022-01-10 23:00:00,41592.95,41876.07,41500.0,41801.55,7085.104
2022-01-11 00:00:00,41801.55,41866.66,41574.93,41585.19,6108.299
2022-01-11 01:00:00,41587.43,42082.58,41537.0,41913.72,10277.572
2022-01-11 02:00:00,41913.72,42369.99,41799.0,42146.26,15869.863
2022-01-11 03:00:00,42146.26,42251.6,42030.0,42251.59,6667.747
2022-01-11 04:00:00,42251.6,42350.0,42100.0,42284.21,9210.084
2022-01-11 05:00:00,42284.38,42294.11,42010.0,42096.61,6897.698
2022-01-11 06:00:00,42096.61,42210.55,41950.0,42088.99,5856.834
2022-01-11 07:00:00,42088.99,42276.82,42059.0,42191.79,6246.485
2022-01-11 08:00:00,42191.81,42698.34,41890.24,41978.17,21645.602
2022-01-11 09:00:00,41979.9,42134.99,41826.11,41967.92,9915.634
2022-01-11 10:00:00,41968.37,42059.31,41561.25,41619.09,12137.078
2022-01-11 11:00:00,41619.08,41932.65,41574.42,41800.95,10902.17
2022-01-11 12:00:00,41800.07,41950.0,41709.09,41796.8,6322.188
2022-01-11 13:00:00,41796.79,41877.0,41575.36,41691.83,8554.576
2022-01-11 14:00:00,41691.83,41812.44,41255.0,41616.57,24534.603
2022-01-11 15:00:00,41614.84,42200.0,41400.0,41716.42,30999.352
2022-01-11 16:00:00,41716.41,42919.0,41662.16,42684.18,45928.571
2022-01-11 17:00:00,42684.18,43118.0,42272.69,42523.15,34943.898
2022-01-11 18:00:00,42523.15,42888.0,42325.0,42730.31,13004.745
2022-01-11 19:00:00,42730.32,43054.6,42566.06,42938.55,11778.749
2022-01-11 20:00:00,42938.55,43080.52,42656.82,42774.08,9735.142
2022-01-11 21:00:00,42774.08,42793.0,42622.0,42643.77,4949.249
2022-01-11 22:00:00,42643.77,42757.17,42586.58,42685.05,4506.442
2022-01-11 23:00:00,42685.05,42871.4,42605.1,42700.68,6768.11
2022-01-12 00:00:00,42700.69,42949.97,42550.0,42664.57,9367.398
2022-01-12 01:00:00,42664.56,42754.01,42532.45,42617.4,5304.867
2022-01-12 02:00:00,42617.4,42699.35,42415.0,42545.54,6269.504
2022-01-12 03:00:00,42545.54,42644.71,42477.05,42592.92,4456.532
2022-01-12 04:00:00,42592.91,42715.7,42503.0,42614.35,5157.153
2022-01-12 05:00:00,42614.36,42752.35,42545.73,42688.49,4321.896
2022-01-12 06:00:00,42688.5,42864.0,42580.0,42661.99,7095.215
2022-01-12 07:00:00,42661.99,42661.99,42450.0,42550.09,7683.443
2022-01-12 08:00:00,42550.1,42691.95,42487.74,42594.19,5898.908
2022-01-12 09:00:00,42594.18,42897.34,42555.01,42778.0,11115.999
2022-01-12 10:00:00,42778.0,42979.89,42713.76,42739.14,10919.864
2022-01-12 11:00:00,42739.15,43444.0,42657.0,42906.98,27574.095
2022-01-12 12:00:00,42906.98,43250.0,42848.38,43245.67,18090.111
2022-01-12 13:00:00,43245.67,44091.93,43152.0,43881.76,47170.008
2022-01-12 14:00:00,43881.77,43921.0,43650.0,43819.68,20490.974
2022-01-12 15:00:00,43819.68,43916.15,43389.15,43549.99,17322.633
2022-01-12 16:00:00,43550.0,43679.99,43300.0,43593.0,12576.547
2022-01-12 17:00:00,43591.28,43846.36,43473.95,43814.93,8677.124
2022-01-12 18:00:00,43815.7,43870.0,43526.32,43570.0,11012.252
2022-01-12 19:00:00,43570.0,43732.16,43507.76,43707.2,6032.999
2022-01-12 20:00:00,43708.98,43990.0,43604.0,43794.87,8055.667
2022-01-12 21:00:00,43794.97,44300.0,43720.01,43756.14,16446.416
2022-01-12 22:00:00,43756.13,43934.02,43721.55,43813.58,4518.417
2022-01-12 23:00:00,43813.58,44000.0,43784.48,43880.72,5781.272
2022-01-13 00:00:00,43880.72,44034.98,43643.0,43699.62,7847.895
2022-01-13 01:00:00,43699.63,43785.31,43500.0,43540.96,7249.315
2022-01-13 02:00:00,43542.42,43669.0,43509.48,43583.2,4435.474
2022-01-13 03:00:00,43583.19,43637.24,43419.11,43501.19,5651.853
2022-01-13 04:00:00,43501.18,43699.16,43480.37,43604.4,4869.642
2022-01-13 05:00:00,43604.41,43749.94,43565.0,43645.7,4085.786
2022-01-13 06:00:00,43645.71,43777.0,43623.0,43692.74,4443.431
2022-01-13 07:00:00,43694.34,43750.0,43519.0,43682.7,5056.018
2022-01-13 08:00:00,43682.7,43880.0,43649.3,43876.44,6409.043
2022-01-13 09:00:00,43876.43,43973.25,43716.44,43855.47,8839.456
2022-01-13 10:00:00,43855.89,43998.0,43740.0,43766.01,8033.808
2022-01-13 11:00:00,43766.01,43818.56,43466.76,43592.1,11879.675
2022-01-13 12:00:00,43592.1,43798.83,43561.01,43786.9,6468.985
2022-01-13 13:00:00,43788.1,43932.0,43660.88,43891.64,9059.882
2022-01-13 14:00:00,43891.64,44396.68,43812.13,44120.24,31784.18
2022-01-13 15:00:00,44120.24,44178.08,42847.86,43170.0,53843.415
2022-01-13 16:00:00,43170.0,43500.0,43051.97,43224.79,19690.156
2022-01-13 17:00:00,43224.79,43230.0,42552.0,42800.0,29182.18
2022-01-13 18:00:00,42800.01,42940.0,42611.26,42699.54,9626.133
2022-01-13 19:00:00,42699.53,42885.7,42511.49,42690.02,13561.676
2022-01-13 20:00:00,42690.01,42777.0,42301.16,42760.66,16832.659
2022-01-13 21:00:00,42760.66,42855.0,42636.11,42780.0,7457.642
2022-01-13 22:00:00,42779.07,42862.05,42450.04,42566.68,6497.424
2022-01-13 23:00:00,42566.67,42712.93,42480.0,42534.32,6483.452
2022-01-14 00:00:00,42538.72,42764.51,42350.0,42732.33,10171.195
2022-01-14 01:00:00,42732.33,42750.0,42520.33,42576.16,4928.073
2022-01-14 02:00:00,42574.0,42709.77,42415.0,42690.0,6809.925
2022-01-14 03:00:00,42690.01,42716.33,42552.94,42611.77,4208.885
2022-01-14 04:00:00,42611.04,42825.52,42593.3,42655.5,6234.161
2022-01-14 05:00:00,42655.79,42887.53,42622.28,42864.34,5315.988
2022-01-14 06:00:00,42864.34,42950.7,42750.0,42781.41,6958.892
2022-01-14 07:00:00,42781.41,42858.04,42557.83,42635.62,6662.321
2022-01-14 08:00:00,42635.64,42658.86,42340.0,42505.72,14173.183
2022-01-14 09:00:00,42505.53,42687.35,42444.44,42535.65,7773.64
2022-01-14 10:00:00,42535.64,42598.83,41860.0,42059.75,19322.8
2022-01-14 11:00:00,42059.75,42062.76,41807.22,41983.12,19896.161
2022-01-14 12:00:00,41983.12,42217.4,41666.0,42029.37,17901.29
2022-01-14 13:00:00,42029.37,42293.0,42001.4,42140.37,13087.679
2022-01-14 14:00:00,42140.37,43073.0,42100.0,42945.09,31304.374
2022-01-14 15:00:00,42945.09,43350.0,42752.0,43082.57,31757.411
2022-01-14 16:00:00,43082.58,43229.18,42837.92,43183.63,13597.733
2022-01-14 17:00:00,43183.62,43252.0,42857.0,42904.07,8930.676
2022-01-14 18:00:00,42904.07,43098.03,42758.46,43030.9,9692.129
2022-01-14 19:00:00,43030.91,43388.0,42986.82,43055.09,9770.73
2022-01-14 20:00:00,43055.1,43167.92,42976.94,43075.96,5411.137
2022-01-14 21:00:00,43076.36,43450.0,43068.26,43268.35,7914.398
2022-01-14 22:00:00,43268.35,43374.96,43150.0,43230.0,5005.596
2022-01-14 23:00:00,43230.01,43268.93,42984.0,43042.4,5688.7
2022-01-15 00:00:00,43042.4,43161.54,42895.04,43082.04,6238.065
2022-01-15 01:00:00,43082.05,43139.0,42846.58,42965.85,4351.165
2022-01-15 02:00:00,42965.85,43081.32,42900.0,43080.0,3126.437
2022-01-15 03:00:00,43078.85,43115.88,42900.0,42918.27,4457.093
2022-01-15 04:00:00,42918.27,42946.81,42676.19,42895.77,9423.023
2022-01-15 05:00:00,42895.77,43043.42,42807.45,42965.67,3768.183
2022-01-15 06:00:00,42965.68,43091.24,42854.01,43048.54,4832.17
2022-01-15 07:00:00,43048.53,43079.83,42913.0,43073.99,3479.004
2022-01-15 08:00:00,43073.99,43099.86,42927.77,42968.18,4233.995
2022-01-15 09:00:00,42968.17,43074.99,42856.31,43042.65,4845.944
2022-01-15 10:00:00,43042.65,43279.93,42984.08,43085.01,10347.192
2022-01-15 11:00:00,43085.01,43092.32,42942.45,42995.23,5352.059
2022-01-15 12:00:00,42998.2,43027.34,42530.64,42700.0,15620.795
2022-01-15 13:00:00,42699.99,42965.75,42624.46,42889.22,10219.572
2022-01-15 14:00:00,42889.22,43300.0,42721.11,43162.19,16715.633
2022-01-15 15:00:00,43162.2,43389.66,43042.71,43370.01,10743.809
2022-01-15 16:00:00,43370.0,43400.0,43200.34,43306.35,7967.427
2022-01-15 17:00:00,43306.36,43570.0,43219.26,43348.2,11008.946
2022-01-15 18:00:00,43348.21,43353.67,43213.53,43297.97,5642.561
2022-01-15 19:00:00,43297.97,43548.7,43285.49,43496.85,5881.929
2022-01-15 20:00:00,43496.85,43800.0,43456.83,43473.72,13848.232
2022-01-15 21:00:00,43473.73,43514.36,43135.71,43281.73,10347.614
2022-01-15 22:00:00,43282.8,43380.0,43102.08,43225.92,5229.237
2022-01-15 23:00:00,43225.92,43359.97,43058.57,43070.51,6969.072
2022-01-16 00:00:00,43070.51,43101.79,42973.01,43060.0,5542.581
2022-01-16 01:00:00,43060.0,43136.68,42965.01,42979.6,4276.816
2022-01-16 02:00:00,42979.61,43070.55,42816.0,42915.41,6855.242
2022-01-16 03:00:00,42915.41,43035.73,42842.13,42966.51,5006.022
2022-01-16 04:00:00,42966.51,43050.0,42835.0,43004.91,5913.937
2022-01-16 05:00:00,43004.9,43107.69,42937.58,42941.14,3428.019
2022-01-16 06:00:00,42940.65,43200.0,42900.0,43171.67,5310.213
