open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
2025-06-08 06:00:00,35.088,35.251,34.881,34.884,82828.67,2025-06-08 06:59:59.999,2903194.04995,16500,36020.26,1263350.4999900,0
2025-06-08 07:00:00,34.885,35.439,34.841,35.39,115656.28,2025-06-08 07:59:59.999,4069455.36693,19281,68115.73,2397740.8922200,0
2025-06-08 08:00:00,35.39,35.521,35.216,35.263,135063.24,2025-06-08 08:59:59.999,4781542.66022,20697,56970.81,2017995.9296300,0
2025-06-08 09:00:00,35.263,35.296,35.031,35.054,137135.45,2025-06-08 09:59:59.999,4821082.50479,24463,74573.60,2621916.0572100,0
2025-06-08 10:00:00,35.056,35.45,34.749,35.384,175193.65,2025-06-08 10:59:59.999,6147586.56664,27455,85886.51,3015782.5597000,0
2025-06-08 11:00:00,35.387,35.525,35.222,35.485,122247.93,2025-06-08 11:59:59.999,4328344.5174,20861,64349.78,2279249.7754200,0
2025-06-08 12:00:00,35.485,35.588,35.304,35.333,110391.46,2025-06-08 12:59:59.999,3915039.612,20430,48730.21,1728935.1613800,0
2025-06-08 13:00:00,35.336,35.445,34.909,34.95,268625.85,2025-06-08 13:59:59.999,9438081.19561,35791,131025.14,4602979.3558000,0
2025-06-08 14:00:00,34.948,35.21,34.9,35.197,111105.47,2025-06-08 14:59:59.999,3894938.23081,19435,64702.27,2268735.5420800,0
2025-06-08 15:00:00,35.191,35.321,35.111,35.213,89826.5,2025-06-08 15:59:59.999,3162819.18036,15697,37725.64,1328638.4236000,0
2025-06-08 16:00:00,35.208,35.898,35.178,35.823,215113.62,2025-06-08 16:59:59.999,7665875.86322,30317,110865.82,3950880.1700800,0
2025-06-08 17:00:00,35.824,36.217,35.641,35.919,238540.18,2025-06-08 17:59:59.999,8573850.79929,34596,126645.16,4555005.6347300,0
2025-06-08 18:00:00,35.913,36.328,35.827,36.169,198921.59,2025-06-08 18:59:59.999,7185735.97935,34367,97146.06,3510262.7407600,0
2025-06-08 19:00:00,36.169,36.216,35.95,35.987,85759.5,2025-06-08 19:59:59.999,3092648.75772,17382,40762.12,1470262.9310200,0
2025-06-08 20:00:00,35.987,36.06,35.715,35.824,90528.78,2025-06-08 20:59:59.999,3249538.48417,16915,42373.86,1521246.3993700,0
2025-06-08 21:00:00,35.823,36.077,35.82,35.858,74516.32,2025-06-08 21:59:59.999,2678080.66136,14263,41777.37,1501712.8106000,0
2025-06-08 22:00:00,35.859,35.885,35.196,35.269,208976.82,2025-06-08 22:59:59.999,7422278.98466,30028,93492.69,3320623.1470800,0
2025-06-08 23:00:00,35.268,35.462,34.8,34.984,219357.18,2025-06-08 23:59:59.999,7703054.01557,31536,95415.77,3354425.3616000,0
2025-06-09 00:00:00,34.987,35.098,34.706,34.999,231442.06,2025-06-09 00:59:59.999,8072710.8941,31929,111695.77,3897630.2334100,0
2025-06-09 01:00:00,34.996,35.207,34.809,34.988,161543.65,2025-06-09 01:59:59.999,5650992.10936,24862,90786.21,3176790.1689600,0
2025-06-09 02:00:00,34.989,35.435,34.926,35.327,126054.86,2025-06-09 02:59:59.999,4442057.61108,20029,71733.00,2528480.8029200,0
2025-06-09 03:00:00,35.328,35.592,35.141,35.497,150759.16,2025-06-09 03:59:59.999,5334091.93786,19890,78739.81,2786660.6111700,0
2025-06-09 04:00:00,35.496,35.666,34.951,35.109,206048.7,2025-06-09 04:59:59.999,7269350.53355,28090,93441.13,3298754.5933500,0
2025-06-09 05:00:00,35.106,35.144,34.886,35.027,96926.71,2025-06-09 05:59:59.999,3393434.60538,15404,48901.25,1712198.4813900,0
2025-06-09 06:00:00,35.023,35.294,34.761,35.238,142846.15,2025-06-09 06:59:59.999,5000600.1335,20286,73386.46,2570852.3199700,0
2025-06-09 07:00:00,35.237,35.312,34.965,35.044,117861.07,2025-06-09 07:59:59.999,4136934.28175,17607,54523.34,1914265.5300100,0
2025-06-09 08:00:00,35.046,35.464,35.02,35.452,136307.53,2025-06-09 08:59:59.999,4804131.70819,17935,71245.31,2510920.1523400,0
2025-06-09 09:00:00,35.45,35.649,35.197,35.247,239034.32,2025-06-09 09:59:59.999,8465129.44185,24308,106480.74,3768919.6207800,0
2025-06-09 10:00:00,35.242,36.647,35.242,36.479,537196.92,2025-06-09 10:59:59.999,19388550.69795,61255,276212.26,9960652.4720100,0
2025-06-09 11:00:00,36.482,37.673,36.464,37.425,684055.16,2025-06-09 11:59:59.999,25428281.71369,82825,364281.68,13542287.1288400,0
2025-06-09 12:00:00,37.426,37.495,36.806,36.927,330093.02,2025-06-09 12:59:59.999,12258512.20023,43888,156063.45,5798438.3693800,0
2025-06-09 13:00:00,36.928,36.932,36.5,36.613,309390.4,2025-06-09 13:59:59.999,11351666.47292,43816,140596.41,5159179.5991300,0
