timestamp,open,high,low,close,volume,datetime
1780632000,682636927035.0,687690077527.0,681882082232.0,687690077527.0,661061604755.7852,2026-06-05 04:00:00+00:00
1780635600,687424193321.0,687855741357.0,678227520092.0,678497398045.0,661061604755.7852,2026-06-05 05:00:00+00:00
1780639200,678399448664.0,678801199305.0,667716294687.0,673011395229.0,661061604755.7852,2026-06-05 06:00:00+00:00
1780642800,673035443315.0,678933169184.0,667186690219.0,678933169184.0,661061604755.7852,2026-06-05 07:00:00+00:00
1780646400,678992353281.0,679029707508.0,673416570774.0,674153552474.0,661061604755.7852,2026-06-05 08:00:00+00:00
1780650000,674265384092.0,680637690785.0,674265384092.0,680637690785.0,661061604755.7852,2026-06-05 09:00:00+00:00
1780653600,680630556691.0,681292732652.0,677731078471.0,678381554609.0,661061604755.7852,2026-06-05 10:00:00+00:00
1780657200,678381993454.0,678990203629.0,675171355484.0,675563567944.0,661061604755.7852,2026-06-05 11:00:00+00:00
1780660800,675138086447.0,677206070358.0,672554582046.0,675305813518.0,661061604755.7852,2026-06-05 12:00:00+00:00
1780664400,675258665957.0,677760269790.0,675258665957.0,677430858117.0,330530802377.8926,2026-06-05 13:00:00+00:00
