timestamp,open,high,low,close,volume,taker_buy_base,complete
2025-12-06 00:00:00+00:00,89288.600000000006,89758,88986.100000000006,89636.5,10198.215,5506.1210000000001,True
2025-12-06 04:00:00+00:00,89636.5,89732.399999999994,89410.800000000003,89549.600000000006,6055.8270000000002,2880.1219999999998,True
2025-12-06 08:00:00+00:00,89549.5,89679,89165.899999999994,89585.399999999994,8658.9150000000009,4048.8200000000002,True
2025-12-06 12:00:00+00:00,89585.399999999994,90257.300000000003,89424.199999999997,89713.399999999994,14787.6,7496.7290000000003,True
2025-12-06 16:00:00+00:00,89713.300000000003,89940.300000000003,89203,89369.399999999994,8623.4449999999997,3901.683,True
2025-12-06 20:00:00+00:00,89369.5,89578.300000000003,88870.100000000006,89197.100000000006,8502.8649999999998,3933.7240000000002,True
2025-12-07 00:00:00+00:00,89197.100000000006,89704.5,89131.5,89675.600000000006,5748.3850000000002,3321.2370000000001,True
2025-12-07 04:00:00+00:00,89675.699999999997,89750,89155,89337.100000000006,6553.5959999999995,2912.7440000000001,True
2025-12-07 08:00:00+00:00,89337.100000000006,89494.399999999994,89012.899999999994,89109.399999999994,7659.0240000000003,3787.2640000000001,True
2025-12-07 12:00:00+00:00,89109.300000000003,89700,87688,89505,41325.561000000002,21195.998,True
2025-12-07 16:00:00+00:00,89505,91722,89065.199999999997,91379.699999999997,36596.273999999998,19084.297999999999,True
2025-12-07 20:00:00+00:00,91379.800000000003,91473.199999999997,88890,90345.399999999994,31709.165000000001,15798.519,True
2025-12-08 00:00:00+00:00,90345.399999999994,91650,89806.399999999994,91039.399999999994,20651.383000000002,10584.941999999999,True
2025-12-08 04:00:00+00:00,91039.300000000003,91868,90979.199999999997,91519.800000000003,12977.758,6797.2969999999996,True
2025-12-08 08:00:00+00:00,91519.800000000003,92262.600000000006,91433.600000000006,91923.5,16068.448,8071.2299999999996,True
2025-12-08 12:00:00+00:00,91923.600000000006,92106.399999999994,89553.800000000003,89912.600000000006,57039.196000000004,27438.168000000001,True
2025-12-08 16:00:00+00:00,89912.699999999997,90471.600000000006,89629.100000000006,90073.600000000006,29715.552,14787.061,True
2025-12-08 20:00:00+00:00,90073.699999999997,91338.199999999997,90073.699999999997,90610.800000000003,16022.402,8253.9920000000002,True
2025-12-09 00:00:00+00:00,90610.800000000003,90810.800000000003,89774.100000000006,90364,15639.888000000001,7756.3689999999997,True
2025-12-09 04:00:00+00:00,90364.100000000006,90485.800000000003,89368.899999999994,90449.899999999994,20910.848999999998,9674.5830000000005,True
2025-12-09 08:00:00+00:00,90449.899999999994,90584.800000000003,89868,90341.899999999994,10989.605,5264.5519999999997,True
2025-12-09 12:00:00+00:00,90342,92867,89953,92676.899999999994,45314.764999999999,23476.452000000001,True
2025-12-09 16:00:00+00:00,92676.899999999994,94555,92656.5,93761.899999999994,62023.498,32201.844000000001,True
2025-12-09 20:00:00+00:00,93761.899999999994,93819.100000000006,92199,92638.399999999994,27051.657999999999,13330.097,True
2025-12-10 00:00:00+00:00,92638.300000000003,92748.199999999997,91900,92366,16458.475999999999,7804.8729999999996,True
2025-12-10 04:00:00+00:00,92366,92749.800000000003,92339.800000000003,92744.699999999997,9066.2909999999993,4666.1989999999996,True
2025-12-10 08:00:00+00:00,92744.699999999997,93278.899999999994,91721,92085.5,22951.745999999999,10403.433000000001,True
2025-12-10 12:00:00+00:00,92085.399999999994,92197.300000000003,91520,92021.800000000003,20761.517,9922.7260000000006,True
2025-12-10 16:00:00+00:00,92021.800000000003,93223.600000000006,91605,92913.800000000003,47793.663999999997,23737.440999999999,True
2025-12-10 20:00:00+00:00,92913.899999999994,94443.699999999997,91825,91977.5,43457.086000000003,21473.519,True
2025-12-11 00:00:00+00:00,91977.5,92046.300000000003,89321,89833.100000000006,41765.029999999999,18690.475999999999,True
2025-12-11 04:00:00+00:00,89833.100000000006,90445.600000000006,89640.399999999994,90231.399999999994,16187.084000000001,8441.2060000000001,True
2025-12-11 08:00:00+00:00,90231.300000000003,90494.699999999997,89931,90195.300000000003,11011.162,5179.6890000000003,True
2025-12-11 12:00:00+00:00,90195.300000000003,90618,89200,89830.100000000006,36667.082000000002,17564.191999999999,True
2025-12-11 16:00:00+00:00,89830.100000000006,91499,89288,90793.5,36608.296999999999,19183.669000000002,True
2025-12-11 20:00:00+00:00,90793.5,93547.300000000003,90749.600000000006,92477.5,48909.413,24957.393,True
2025-12-12 00:00:00+00:00,92477.600000000006,92719,91400,92234.300000000003,22813.990000000002,10380.404,True
2025-12-12 04:00:00+00:00,92234.300000000003,92685.5,92028.399999999994,92389.5,11201.459999999999,5175.0190000000002,True
2025-12-12 08:00:00+00:00,92389.5,92600,92050,92381.5,9687.1929999999993,4915.5829999999996,True
2025-12-12 12:00:00+00:00,92381.399999999994,92630,89688,89895,49205.788,23156.870999999999,True
2025-12-12 16:00:00+00:00,89895,90617.699999999997,89429,90147.300000000003,41898.523000000001,21648.175999999999,True
2025-12-12 20:00:00+00:00,90147.399999999994,90357.5,89843,90229.600000000006,10037.156000000001,4895.5730000000003,True
2025-12-13 00:00:00+00:00,90229.699999999997,90432,90077,90304,5591.1800000000003,2608.9540000000002,True
2025-12-13 04:00:00+00:00,90304.100000000006,90379.5,90226.800000000003,90286.100000000006,3796.5999999999999,1825.6279999999999,True
2025-12-13 08:00:00+00:00,90286,90599,90239,90298.399999999994,7893.366,4005.2020000000002,True
2025-12-13 12:00:00+00:00,90298.5,90441.899999999994,89888,90055.399999999994,9021.4040000000005,4011.3119999999999,True
2025-12-13 16:00:00+00:00,90055.300000000003,90236.600000000006,89944,90150.899999999994,4576.9620000000004,2289.7849999999999,True
2025-12-13 20:00:00+00:00,90150.800000000003,90248,89711.899999999994,90191.300000000003,5358.2209999999995,2738.5790000000002,True
2025-12-14 00:00:00+00:00,90191.300000000003,90440,90071.600000000006,90222.300000000003,7086.6499999999996,3159.4029999999998,True
2025-12-14 04:00:00+00:00,90222.399999999994,90300,90005.800000000003,90205.100000000006,3999.9389999999999,1797.2249999999999,True
2025-12-14 08:00:00+00:00,90205.100000000006,90250,88412.800000000003,89308.199999999997,24641.953000000001,10623.054,True
2025-12-14 12:00:00+00:00,89308.300000000003,89630.800000000003,88831.699999999997,88985.199999999997,17265.699000000001,8586.0280000000002,True
2025-12-14 16:00:00+00:00,88985.199999999997,89372.800000000003,88432,88598.699999999997,17696.731,8862.0879999999997,True
2025-12-14 20:00:00+00:00,88598.699999999997,88779.100000000006,87504.300000000003,88118.800000000003,21395.682000000001,9692.4660000000003,True
2025-12-15 00:00:00+00:00,88118.800000000003,89972.399999999994,88025.300000000003,89239.899999999994,27815.116000000002,14136.196,True
2025-12-15 04:00:00+00:00,89240,89880,89229.5,89703,10941.101000000001,5486.7839999999997,True
2025-12-15 08:00:00+00:00,89702.899999999994,89940,89525,89606,11790.519,5523.451,True
2025-12-15 12:00:00+00:00,89606,89845,86563.600000000006,86996.600000000006,67384.379000000001,32100.623,True
2025-12-15 16:00:00+00:00,86996.5,87189.899999999994,85073,86104.199999999997,56199.332000000002,26865.312999999998,True
2025-12-15 20:00:00+00:00,86104.199999999997,86437.100000000006,85489.699999999997,86389.899999999994,20085.598000000002,10318.545,True
2025-12-16 00:00:00+00:00,86390,86478.600000000006,85340.100000000006,85837.699999999997,16787.315999999999,8008.5100000000002,True
2025-12-16 04:00:00+00:00,85837.600000000006,86577,85226,85964.800000000003,17300.472000000002,8280.8780000000006,True
2025-12-16 08:00:00+00:00,85964.899999999994,87299.699999999997,85874.600000000006,87216.600000000006,18856.618999999999,9459.0799999999999,True
2025-12-16 12:00:00+00:00,87216.600000000006,88143.899999999994,86055.899999999994,87936.300000000003,54188.457999999999,26829.831999999999,True
2025-12-16 16:00:00+00:00,87936.300000000003,88012.5,87015.800000000003,87538.699999999997,26033.481,13201.571,True
2025-12-16 20:00:00+00:00,87538.699999999997,87900,87297.899999999994,87826.300000000003,9058.7019999999993,4533.1890000000003,True
2025-12-17 00:00:00+00:00,87826.300000000003,87925.800000000003,87104.199999999997,87178.100000000006,11671.628000000001,5438.0879999999997,True
2025-12-17 04:00:00+00:00,87178.199999999997,87360.800000000003,86158.399999999994,87010.399999999994,22749.284,11343.187,True
2025-12-17 08:00:00+00:00,87010.399999999994,87100,86201,86939.300000000003,15486.489,8048.0900000000001,True
2025-12-17 12:00:00+00:00,86939.199999999997,90363.199999999997,86768.800000000003,87191.399999999994,86140.012000000002,43188.182999999997,True
2025-12-17 16:00:00+00:00,87191,87737.300000000003,85261.300000000003,85982.699999999997,55699.358,28269.538,True
2025-12-17 20:00:00+00:00,85982.699999999997,86421,85630,86201.600000000006,16899.976999999999,9404.3960000000006,True
2025-12-18 00:00:00+00:00,86201.600000000006,86836.199999999997,85820.600000000006,86575.100000000006,16118.556,8018.7790000000005,True
2025-12-18 04:00:00+00:00,86575.100000000006,86859.100000000006,86323.699999999997,86787.5,11560.136,5434.6980000000003,True
2025-12-18 08:00:00+00:00,86787.5,87417.600000000006,86640.5,87268.100000000006,14444.148999999999,7347.4160000000002,True
2025-12-18 12:00:00+00:00,87257,89447.899999999994,87068,88480.800000000003,75762.850999999995,38984.788,True
2025-12-18 16:00:00+00:00,88480.699999999997,88500,84429.899999999994,84447,83673.673999999999,40104.379999999997,True
2025-12-18 20:00:00+00:00,84447,85800,84408.600000000006,85469.699999999997,28014.312999999998,14837.941999999999,True
2025-12-19 00:00:00+00:00,85469.800000000003,87550,85062.699999999997,86863.100000000006,30604.063999999998,16116.616,True
2025-12-19 04:00:00+00:00,86863.199999999997,88366,86651.899999999994,87909.699999999997,28039.593000000001,13658.611000000001,True
2025-12-19 08:00:00+00:00,87909.699999999997,88345.100000000006,87700,88169.899999999994,16798.030999999999,8765.3870000000006,True
2025-12-19 12:00:00+00:00,88170,89374.600000000006,87488,87925.600000000006,51776.279999999999,26613.527999999998,True
2025-12-19 16:00:00+00:00,87925.600000000006,88888,86795.5,87812.800000000003,36941.972000000002,17803.243999999999,True
2025-12-19 20:00:00+00:00,87812.899999999994,88406.300000000003,87569.100000000006,88100,14124.554,7585.567,True
2025-12-20 00:00:00+00:00,88100,88294.800000000003,87926.699999999997,88165.300000000003,5637.357,2832.75,True
2025-12-20 04:00:00+00:00,88165.300000000003,88551.800000000003,88065.899999999994,88239.899999999994,6898.3310000000001,3498.9549999999999,True
2025-12-20 08:00:00+00:00,88240,88397.800000000003,88063.800000000003,88243.600000000006,4869.3850000000002,2567.48,True
2025-12-20 12:00:00+00:00,88243.600000000006,88320,87698.5,88134.600000000006,11529.379000000001,5487.7070000000003,True
2025-12-20 16:00:00+00:00,88134.5,88407.699999999997,88060,88196.300000000003,3919.2550000000001,2244.7510000000002,True
2025-12-20 20:00:00+00:00,88196.399999999994,88434.899999999994,88111.100000000006,88320.800000000003,3120.1410000000001,1628.6510000000001,True
2025-12-21 00:00:00+00:00,88320.699999999997,88400,87821.100000000006,88043.199999999997,7336.3230000000003,3338.8249999999998,True
2025-12-21 04:00:00+00:00,88043.300000000003,88174.5,88010,88138.699999999997,2659.0079999999998,1337.8510000000001,True
2025-12-21 08:00:00+00:00,88138.800000000003,89050,88103.300000000003,88570.600000000006,15426.009,8147.768,True
2025-12-21 12:00:00+00:00,88570.699999999997,88885.899999999994,87548.5,88024.699999999997,25733.455000000002,11566.199000000001,True
2025-12-21 16:00:00+00:00,88024.699999999997,88588,87902,88448.199999999997,10214.556,5058.6139999999996,True
2025-12-21 20:00:00+00:00,88448.300000000003,88786.899999999994,88047.399999999994,88621.300000000003,6255.0370000000003,3263.6109999999999,True
2025-12-22 00:00:00+00:00,88621.300000000003,89600,87845,88727.5,31996.805,16315.636,True
2025-12-22 04:00:00+00:00,88727.399999999994,89173.800000000003,88665.300000000003,89127.699999999997,9144.9089999999997,4585.0649999999996,True
2025-12-22 08:00:00+00:00,89127.800000000003,90085,89050.100000000006,89905.199999999997,25914.874,13729.615,True
2025-12-22 12:00:00+00:00,89905.199999999997,90599,89109.100000000006,89688.5,43053.447,21216.133000000002,True
2025-12-22 16:00:00+00:00,89688.600000000006,90088,87906.699999999997,88011.100000000006,26150.733,12335.549000000001,True
2025-12-22 20:00:00+00:00,88011,88805.899999999994,87872.600000000006,88581.5,18432.701000000001,9716.366,True
2025-12-23 00:00:00+00:00,88581.5,88904.899999999994,87738.300000000003,88128.199999999997,16525.238000000001,8031.7049999999999,True
2025-12-23 04:00:00+00:00,88128.199999999997,88342,86976.600000000006,87531.300000000003,23180.432000000001,10225.839,True
2025-12-23 08:00:00+00:00,87531.300000000003,87852,87256.300000000003,87813.899999999994,12098.9,6084.8410000000003,True
2025-12-23 12:00:00+00:00,87813.800000000003,87914,86536,87405.300000000003,34384.868000000002,15910.148999999999,True
2025-12-23 16:00:00+00:00,87405.199999999997,88247.800000000003,87121.399999999994,87724.199999999997,32501.327000000001,16570.375,True
2025-12-23 20:00:00+00:00,87724.199999999997,88349.199999999997,87145,87463,14967.183000000001,8029.7079999999996,True
2025-12-24 00:00:00+00:00,87463.100000000006,87849.899999999994,86817.899999999994,87311.399999999994,15341.835999999999,7775.5680000000002,True
2025-12-24 04:00:00+00:00,87311.399999999994,87430,86738.800000000003,86868.100000000006,11302.397999999999,5373.4040000000005,True
2025-12-24 08:00:00+00:00,86868.100000000006,87316.699999999997,86671.699999999997,87162.600000000006,10537.249,5625.9939999999997,True
2025-12-24 12:00:00+00:00,87162.600000000006,87450,86355,87012,23298.985000000001,11264.165999999999,True
2025-12-24 16:00:00+00:00,87012,87660,86878.300000000003,87521.399999999994,13327.505999999999,6918.6350000000002,True
2025-12-24 20:00:00+00:00,87521.399999999994,88033.300000000003,87484.600000000006,87627.300000000003,7735.5339999999997,3850.1999999999998,True
2025-12-25 00:00:00+00:00,87627.399999999994,87933.5,87466.899999999994,87811.600000000006,5633.5240000000003,2805.8699999999999,True
2025-12-25 04:00:00+00:00,87811.600000000006,87830,87617.100000000006,87795.899999999994,3874.3870000000002,1545.2940000000001,True
2025-12-25 08:00:00+00:00,87795.899999999994,87858.800000000003,87219,87485.199999999997,8305.2909999999993,3832.9400000000001,True
2025-12-25 12:00:00+00:00,87485.199999999997,88594,87360.699999999997,88338.899999999994,15360.367,8392.6419999999998,True
2025-12-25 16:00:00+00:00,88339,88451.600000000006,87947.800000000003,88112.300000000003,9470.1560000000009,4437.7709999999997,True
2025-12-25 20:00:00+00:00,88112.300000000003,88139.199999999997,86902.100000000006,87182.800000000003,15152.527,6812.6130000000003,True
2025-12-26 00:00:00+00:00,87182.800000000003,89432,86824.800000000003,88796.199999999997,38115.137000000002,19339.709999999999,True
2025-12-26 04:00:00+00:00,88796.199999999997,89557.600000000006,88300.5,88433,21937.337,10891.508,True
2025-12-26 08:00:00+00:00,88433,88888,88380,88507.5,11419.103999999999,6251.3900000000003,True
2025-12-26 12:00:00+00:00,88507.600000000006,89037,86619.899999999994,87100,51437.502,27011.263999999999,True
2025-12-26 16:00:00+00:00,87100,87555,86760.399999999994,87453.699999999997,19187.706999999999,9409.1820000000007,True
2025-12-26 20:00:00+00:00,87453.699999999997,87750,87266.600000000006,87318.199999999997,7874.9499999999998,3288.8870000000002,True
2025-12-27 00:00:00+00:00,87318.300000000003,87493.399999999994,87203,87473.399999999994,4564.4359999999997,2176.9679999999998,True
2025-12-27 04:00:00+00:00,87473.399999999994,87669.699999999997,87374.5,87490.899999999994,3525.4749999999999,1664.421,True
2025-12-27 08:00:00+00:00,87490.899999999994,87634.899999999994,87324.600000000006,87433.600000000006,5166.2120000000004,2406.2449999999999,True
2025-12-27 12:00:00+00:00,87433.600000000006,87555,87264.800000000003,87516.199999999997,4515.0479999999998,2275.422,True
2025-12-27 16:00:00+00:00,87516.300000000003,87545.600000000006,87397.5,87522.399999999994,2442.7579999999998,1109.9290000000001,True
2025-12-27 20:00:00+00:00,87522.300000000003,87956.899999999994,87455.5,87829.399999999994,7080.1800000000003,3913.98,True
2025-12-28 00:00:00+00:00,87829.5,87921.699999999997,87674.399999999994,87693,4818.2730000000001,2239.991,True
2025-12-28 04:00:00+00:00,87693.100000000006,87802.5,87566,87697.699999999997,3595.942,1763.972,True
2025-12-28 08:00:00+00:00,87697.699999999997,87980.899999999994,87676.399999999994,87850.800000000003,5882.8109999999997,3186.4360000000001,True
2025-12-28 12:00:00+00:00,87850.899999999994,88078.300000000003,87762.199999999997,87797.699999999997,6369.2120000000004,3346.9789999999998,True
2025-12-28 16:00:00+00:00,87797.600000000006,87902.699999999997,87448.399999999994,87488.600000000006,9230.7019999999993,4597.0820000000003,True
2025-12-28 20:00:00+00:00,87488.699999999997,88023.399999999994,87402.600000000006,87920.5,7463.0240000000003,4094.7060000000001,True
2025-12-29 00:00:00+00:00,87920.399999999994,90156.5,87778.5,90091.600000000006,45213.489000000001,23512.289000000001,True
2025-12-29 04:00:00+00:00,90091.5,90373.399999999994,89448.100000000006,89583,25464.187000000002,11315.002,True
2025-12-29 08:00:00+00:00,89583,89791.5,87520.100000000006,87529,45300.356,23544.358,True
2025-12-29 12:00:00+00:00,87529.100000000006,88150,86760,87636.600000000006,49719.631000000001,24935.058000000001,True
2025-12-29 16:00:00+00:00,87636.399999999994,87968.100000000006,87259.600000000006,87328.899999999994,15239.929,7347.9979999999996,True
2025-12-29 20:00:00+00:00,87328.899999999994,87569.199999999997,87043.399999999994,87203.300000000003,9066.6170000000002,4628.4690000000001,True
2025-12-30 00:00:00+00:00,87203.199999999997,87393.100000000006,86789,87334.699999999997,13438.983,6473.8879999999999,True
2025-12-30 04:00:00+00:00,87334.699999999997,87581.399999999994,87105.600000000006,87457.5,8171.0889999999999,4124.9129999999996,True
2025-12-30 08:00:00+00:00,87457.5,88190.600000000006,87455.5,87875.199999999997,23327.302,11193.593000000001,True
2025-12-30 12:00:00+00:00,87875.300000000003,89126,87788.199999999997,88966.800000000003,38901.923000000003,19716.48,True
2025-12-30 16:00:00+00:00,88966.800000000003,89355,87910.399999999994,88189.699999999997,32511.330999999998,15779.227999999999,True
2025-12-30 20:00:00+00:00,88189.800000000003,88533,87833.199999999997,88455.300000000003,10394.632,5565.4250000000002,True
2025-12-31 00:00:00+00:00,88455.199999999997,88780,88134.899999999994,88411.5,11679.227999999999,5755.7420000000002,True
2025-12-31 04:00:00+00:00,88411.600000000006,88596,88280.100000000006,88569,6284.482,3274.1399999999999,True
2025-12-31 08:00:00+00:00,88568.899999999994,89000,88339.899999999994,88967.600000000006,12440.16,6314.4939999999997,True
2025-12-31 12:00:00+00:00,88967.600000000006,89192.800000000003,87729.199999999997,87909,31536.84,15019.976000000001,True
2025-12-31 16:00:00+00:00,87909,88024.300000000003,87350.5,87515,24053.974999999999,12900.053,True
2025-12-31 20:00:00+00:00,87515,87849.699999999997,87189.199999999997,87608.199999999997,10773.672,5217.6300000000001,True
2026-01-01 00:00:00+00:00,87608.300000000003,88065,87600,87824.600000000006,7102.5500000000002,3658.29,True
2026-01-01 04:00:00+00:00,87824.600000000006,87831.600000000006,87508.399999999994,87603.699999999997,5685.3050000000003,2747.1030000000001,True
2026-01-01 08:00:00+00:00,87603.699999999997,87985.600000000006,87590,87980.100000000006,6046.6679999999997,3556.1410000000001,True
2026-01-01 12:00:00+00:00,87980.100000000006,88079.300000000003,87758.399999999994,87986.800000000003,8130.085,3884.8670000000002,True
2026-01-01 16:00:00+00:00,87986.800000000003,88475.800000000003,87833.100000000006,88354.800000000003,11314.032999999999,5804.1210000000001,True
2026-01-01 20:00:00+00:00,88354.800000000003,88881.399999999994,88193.199999999997,88800,9662.6620000000003,4658.9160000000002,True
2026-01-02 00:00:00+00:00,88800,89088,88324.399999999994,88899.300000000003,19809.197,9598.018,True
2026-01-02 04:00:00+00:00,88899.300000000003,89055,88533.600000000006,88829.300000000003,12241.300999999999,5349.9650000000001,True
2026-01-02 08:00:00+00:00,88829.300000000003,89900,88780,89458.300000000003,27887.348999999998,13800.835999999999,True
2026-01-02 12:00:00+00:00,89458.300000000003,90126.5,88401.199999999997,89373.100000000006,50647.142,25466.286,True
2026-01-02 16:00:00+00:00,89373,90945.100000000006,89145.199999999997,89865,53631.695,26732.689999999999,True
2026-01-02 20:00:00+00:00,89865,90368.699999999997,89588,89951.399999999994,12445.763999999999,7109.0749999999998,True
2026-01-03 00:00:00+00:00,89951.5,90365.899999999994,89914.5,90279.899999999994,6484.1850000000004,3460.1700000000001,True
2026-01-03 04:00:00+00:00,90280,90456,89261.199999999997,89535.899999999994,14358.15,6360.9589999999998,True
2026-01-03 08:00:00+00:00,89535.899999999994,89943.899999999994,89380.199999999997,89706.399999999994,9668.7170000000006,5275.6329999999998,True
2026-01-03 12:00:00+00:00,89706.399999999994,90200,89620,89931.800000000003,10078.954,5513.7690000000002,True
2026-01-03 16:00:00+00:00,89931.699999999997,90189,89866.5,90091.800000000003,4811.5699999999997,2396.5900000000001,True
2026-01-03 20:00:00+00:00,90091.800000000003,90716.899999999994,89972.899999999994,90595.800000000003,11489.692999999999,6008.643,True
2026-01-04 00:00:00+00:00,90595.800000000003,91597.600000000006,90595.699999999997,91192.699999999997,21036.473999999998,11182.25,True
2026-01-04 04:00:00+00:00,91192.699999999997,91779.699999999997,91142.300000000003,91477.5,13544.574000000001,6910.8149999999996,True
2026-01-04 08:00:00+00:00,91477.5,91581.699999999997,91111.899999999994,91262.699999999997,11954.424000000001,5568.4650000000001,True
2026-01-04 12:00:00+00:00,91262.800000000003,91377.199999999997,90968,91292.800000000003,10317.597,5322.6210000000001,True
2026-01-04 16:00:00+00:00,91292.800000000003,91429.399999999994,90790.100000000006,91102.899999999994,9385.3310000000001,4399.4049999999997,True
2026-01-04 20:00:00+00:00,91102.899999999994,91567,91085.100000000006,91497.100000000006,7534.6289999999999,4018.721,True
2026-01-05 00:00:00+00:00,91497.199999999997,93382.5,91476.5,92835.199999999997,51047.502999999997,28014.615000000002,True
2026-01-05 04:00:00+00:00,92835.300000000003,92920,92102,92492.100000000006,20234.161,8654.3610000000008,True
2026-01-05 08:00:00+00:00,92492.100000000006,93131.800000000003,92292,93093.300000000003,20213.742999999999,11071.049000000001,True
2026-01-05 12:00:00+00:00,93093.300000000003,93998.899999999994,92370.899999999994,93899.899999999994,43133.116999999998,21450.733,True
2026-01-05 16:00:00+00:00,93900,94475.699999999997,93201,94248.600000000006,35514.603999999999,17910.039000000001,True
2026-01-05 20:00:00+00:00,94248.600000000006,94760.300000000003,93757.899999999994,93822.399999999994,19273.184000000001,9958.6679999999997,True
2026-01-06 00:00:00+00:00,93822.300000000003,94125.100000000006,93467.100000000006,93725.800000000003,13154.652,7005.0879999999997,True
2026-01-06 04:00:00+00:00,93725.699999999997,93966.399999999994,93088,93207.399999999994,16653.016,7821.9530000000004,True
2026-01-06 08:00:00+00:00,93207.399999999994,93865.5,93130.399999999994,93799.899999999994,13061.434999999999,6894.6719999999996,True
2026-01-06 12:00:00+00:00,93800,94415.399999999994,93292,93608.199999999997,42110.368000000002,21804.397000000001,True
2026-01-06 16:00:00+00:00,93608.199999999997,93728.899999999994,91209,92062.199999999997,69722.544999999998,34054.529999999999,True
2026-01-06 20:00:00+00:00,92062.199999999997,93825,92062.199999999997,93708,32741.034,16651.585999999999,True
2026-01-07 00:00:00+00:00,93708.100000000006,93708.100000000006,92202.899999999994,92778.199999999997,23633.179,11400.639999999999,True
2026-01-07 04:00:00+00:00,92778.100000000006,92893,92457.899999999994,92848.100000000006,9331.5139999999992,4389.259,True
2026-01-07 08:00:00+00:00,92848.100000000006,92928,91549.899999999994,92041.899999999994,31461.262999999999,14296.700000000001,True
2026-01-07 12:00:00+00:00,92041.800000000003,92249.300000000003,90987,91303.100000000006,39915.387999999999,19398.876,True
2026-01-07 16:00:00+00:00,91303.199999999997,91750,90634.100000000006,91143.600000000006,28364.998,14188.51,True
2026-01-07 20:00:00+00:00,91143.600000000006,91462.100000000006,90740.5,91328,16280.508,9625.7289999999994,True
2026-01-08 00:00:00+00:00,91328.100000000006,91666,90555.100000000006,90780.100000000006,15801.589,8143.2550000000001,True
2026-01-08 04:00:00+00:00,90780,91157.600000000006,89588.100000000006,90509.899999999994,33939.860999999997,16016.165999999999,True
2026-01-08 08:00:00+00:00,90509.800000000003,90741.199999999997,89733.600000000006,90192.300000000003,26745.977999999999,13897.416999999999,True
